Accesion	Length	TaxID	Lineage	TaxID_Lineage
PYVI01000023.1	174474	172371	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Alcanivoracaceae|Alcanivorax|Alcanivorax venustensis|	2|1224|1236|135619|224372|59753|172371|
PYVI01000024.1	174474	172371	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Alcanivoracaceae|Alcanivorax|Alcanivorax venustensis|	2|1224|1236|135619|224372|59753|172371|
PYVI01000025.1	174474	172371	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Alcanivoracaceae|Alcanivorax|Alcanivorax venustensis|	2|1224|1236|135619|224372|59753|172371|
PYVI01000026.1	174474	172371	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Alcanivoracaceae|Alcanivorax|Alcanivorax venustensis|	2|1224|1236|135619|224372|59753|172371|
PYVI01000003.1	174474	172371	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Alcanivoracaceae|Alcanivorax|Alcanivorax venustensis|	2|1224|1236|135619|224372|59753|172371|
PYVI01000027.1	174474	172371	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Alcanivoracaceae|Alcanivorax|Alcanivorax venustensis|	2|1224|1236|135619|224372|59753|172371|
PYVI01000028.1	174474	172371	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Alcanivoracaceae|Alcanivorax|Alcanivorax venustensis|	2|1224|1236|135619|224372|59753|172371|
PYVI01000029.1	174474	172371	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Alcanivoracaceae|Alcanivorax|Alcanivorax venustensis|	2|1224|1236|135619|224372|59753|172371|
PYVI01000030.1	174474	172371	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Alcanivoracaceae|Alcanivorax|Alcanivorax venustensis|	2|1224|1236|135619|224372|59753|172371|
PYVI01000031.1	174474	172371	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Alcanivoracaceae|Alcanivorax|Alcanivorax venustensis|	2|1224|1236|135619|224372|59753|172371|
PYVI01000032.1	174474	172371	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Alcanivoracaceae|Alcanivorax|Alcanivorax venustensis|	2|1224|1236|135619|224372|59753|172371|
PYVI01000004.1	174474	172371	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Alcanivoracaceae|Alcanivorax|Alcanivorax venustensis|	2|1224|1236|135619|224372|59753|172371|
PYVI01000033.1	174474	172371	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Alcanivoracaceae|Alcanivorax|Alcanivorax venustensis|	2|1224|1236|135619|224372|59753|172371|
PYVI01000034.1	174474	172371	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Alcanivoracaceae|Alcanivorax|Alcanivorax venustensis|	2|1224|1236|135619|224372|59753|172371|
PYVI01000035.1	174474	172371	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Alcanivoracaceae|Alcanivorax|Alcanivorax venustensis|	2|1224|1236|135619|224372|59753|172371|
PYVI01000036.1	174474	172371	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Alcanivoracaceae|Alcanivorax|Alcanivorax venustensis|	2|1224|1236|135619|224372|59753|172371|
PYVI01000037.1	174474	172371	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Alcanivoracaceae|Alcanivorax|Alcanivorax venustensis|	2|1224|1236|135619|224372|59753|172371|
PYVI01000005.1	174474	172371	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Alcanivoracaceae|Alcanivorax|Alcanivorax venustensis|	2|1224|1236|135619|224372|59753|172371|
PYVI01000038.1	174474	172371	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Alcanivoracaceae|Alcanivorax|Alcanivorax venustensis|	2|1224|1236|135619|224372|59753|172371|
PYVI01000039.1	174474	172371	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Alcanivoracaceae|Alcanivorax|Alcanivorax venustensis|	2|1224|1236|135619|224372|59753|172371|
PYVI01000040.1	174474	172371	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Alcanivoracaceae|Alcanivorax|Alcanivorax venustensis|	2|1224|1236|135619|224372|59753|172371|
PYVI01000041.1	174474	172371	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Alcanivoracaceae|Alcanivorax|Alcanivorax venustensis|	2|1224|1236|135619|224372|59753|172371|
PYVI01000042.1	174474	172371	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Alcanivoracaceae|Alcanivorax|Alcanivorax venustensis|	2|1224|1236|135619|224372|59753|172371|
PYVI01000006.1	174474	172371	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Alcanivoracaceae|Alcanivorax|Alcanivorax venustensis|	2|1224|1236|135619|224372|59753|172371|
PYVI01000043.1	174474	172371	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Alcanivoracaceae|Alcanivorax|Alcanivorax venustensis|	2|1224|1236|135619|224372|59753|172371|
PYVI01000044.1	174474	172371	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Alcanivoracaceae|Alcanivorax|Alcanivorax venustensis|	2|1224|1236|135619|224372|59753|172371|
PYVI01000045.1	174474	172371	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Alcanivoracaceae|Alcanivorax|Alcanivorax venustensis|	2|1224|1236|135619|224372|59753|172371|
PYVI01000007.1	174474	172371	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Alcanivoracaceae|Alcanivorax|Alcanivorax venustensis|	2|1224|1236|135619|224372|59753|172371|
PYVI01000046.1	174474	172371	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Alcanivoracaceae|Alcanivorax|Alcanivorax venustensis|	2|1224|1236|135619|224372|59753|172371|
PYVI01000047.1	174474	172371	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Alcanivoracaceae|Alcanivorax|Alcanivorax venustensis|	2|1224|1236|135619|224372|59753|172371|
PYVI01000008.1	174474	172371	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Alcanivoracaceae|Alcanivorax|Alcanivorax venustensis|	2|1224|1236|135619|224372|59753|172371|
PYVI01000048.1	174474	172371	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Alcanivoracaceae|Alcanivorax|Alcanivorax venustensis|	2|1224|1236|135619|224372|59753|172371|
PYVI01000009.1	174474	172371	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Alcanivoracaceae|Alcanivorax|Alcanivorax venustensis|	2|1224|1236|135619|224372|59753|172371|
AAMI01000001.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000002.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000003.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000004.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000005.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000006.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000007.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000008.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000009.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000010.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000011.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000012.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000013.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000014.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000015.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000016.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000017.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000018.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000019.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000020.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000021.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000022.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000023.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000024.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000025.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000026.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000027.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000028.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000029.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000030.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000031.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000032.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000033.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000034.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000035.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000036.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000037.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000038.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000039.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000040.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000041.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000042.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000043.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000044.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000045.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000046.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000047.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000048.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000049.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000050.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000051.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000052.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000053.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000054.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000055.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000056.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000057.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000058.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000059.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000060.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000061.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000062.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000063.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000064.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000065.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000066.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000067.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000068.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000069.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000070.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000071.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000072.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000073.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000074.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000075.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000076.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000077.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000078.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000079.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000080.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000081.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000082.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000083.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000084.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000085.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000086.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000087.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000088.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000089.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000090.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000091.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000092.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000093.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000094.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000095.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000096.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000097.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000098.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000099.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000100.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000101.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000102.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000103.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000104.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000105.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000106.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000107.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000108.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000109.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000110.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000111.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000112.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000113.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000114.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000115.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000116.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000117.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000118.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000119.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000120.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000121.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000122.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000123.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000124.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000125.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000126.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000127.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000128.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000129.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000130.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000131.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000132.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000133.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000134.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000135.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000136.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000137.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000138.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000139.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000140.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000141.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000142.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000143.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000144.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000145.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000146.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000147.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000148.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000149.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000150.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000151.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000152.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000153.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000154.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000155.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000156.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000157.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000158.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000159.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000160.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000161.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000162.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000163.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000164.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000165.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000166.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000167.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000168.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000169.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000170.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000171.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000172.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000173.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000174.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000175.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000176.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000177.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000178.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
AAMI01000179.1	653659	239364.1	Viruses||||||uncultured human fecal virus|	10239||||||239364|239364.1
