tool	rank	metric	sample	value
Gold standard	genus	False negatives	ERR1700889_1.fastq	0.0
Gold standard	genus	False positives	ERR1700889_1.fastq	0.0
Gold standard	genus	Completeness	ERR1700889_1.fastq	1.0
Gold standard	genus	Purity	ERR1700889_1.fastq	1.0
Gold standard	genus	F1 score	ERR1700889_1.fastq	1.0
Gold standard	genus	Jaccard index	ERR1700889_1.fastq	1.0
Gold standard	species	True positives	ERR1700889_1.fastq	5.0
Gold standard	species	False negatives	ERR1700889_1.fastq	0.0
Gold standard	species	False positives	ERR1700889_1.fastq	0.0
Gold standard	species	Completeness	ERR1700889_1.fastq	1.0
Gold standard	species	Purity	ERR1700889_1.fastq	1.0
Gold standard	species	F1 score	ERR1700889_1.fastq	1.0
Gold standard	species	Jaccard index	ERR1700889_1.fastq	1.0
Gold standard	strain	True positives	ERR1700889_1.fastq	5.0
Gold standard	strain	False negatives	ERR1700889_1.fastq	0.0
Gold standard	strain	False positives	ERR1700889_1.fastq	0.0
Gold standard	strain	Completeness	ERR1700889_1.fastq	1.0
Gold standard	strain	Purity	ERR1700889_1.fastq	1.0
Gold standard	strain	F1 score	ERR1700889_1.fastq	1.0
Gold standard	strain	Jaccard index	ERR1700889_1.fastq	1.0
Gold standard	superkingdom	L1 norm error	ERR1700889_1.fastq	0.0
Gold standard	phylum	L1 norm error	ERR1700889_1.fastq	0.0
Gold standard	class	L1 norm error	ERR1700889_1.fastq	0.0
Gold standard	order	L1 norm error	ERR1700889_1.fastq	0.0
Gold standard	family	L1 norm error	ERR1700889_1.fastq	0.0
Gold standard	genus	L1 norm error	ERR1700889_1.fastq	0.0
Gold standard	species	L1 norm error	ERR1700889_1.fastq	0.0
Gold standard	strain	L1 norm error	ERR1700889_1.fastq	0.0
Gold standard	na	Weighted UniFrac error	ERR1700889_1.fastq	0.0
Gold standard	na	Unweighted UniFrac error	ERR1700889_1.fastq	0.0
Gold standard	na	Weighted UniFrac (CAMI)	ERR1700889_1.fastq	0.0
Gold standard	na	Unweighted UniFrac (CAMI)	ERR1700889_1.fastq	0.0
Gold standard	superkingdom	Sum of abundances	ERR1700889_1.fastq	0.9997360000000001
Gold standard	phylum	Sum of abundances	ERR1700889_1.fastq	0.9159571
Gold standard	class	Sum of abundances	ERR1700889_1.fastq	0.9159571
Gold standard	order	Sum of abundances	ERR1700889_1.fastq	0.9383052
Gold standard	family	Sum of abundances	ERR1700889_1.fastq	0.9383052
Gold standard	genus	Sum of abundances	ERR1700889_1.fastq	0.9159571
Gold standard	species	Sum of abundances	ERR1700889_1.fastq	0.9997360999999999
Gold standard	strain	Sum of abundances	ERR1700889_1.fastq	0.9997360999999999
Gold standard	superkingdom	Taxon counts	ERR1700889_1.fastq	2.0
Gold standard	phylum	Taxon counts	ERR1700889_1.fastq	3.0
Gold standard	class	Taxon counts	ERR1700889_1.fastq	3.0
Gold standard	order	Taxon counts	ERR1700889_1.fastq	4.0
Gold standard	family	Taxon counts	ERR1700889_1.fastq	4.0
Gold standard	genus	Taxon counts	ERR1700889_1.fastq	3.0
Gold standard	species	Taxon counts	ERR1700889_1.fastq	5.0
Gold standard	strain	Taxon counts	ERR1700889_1.fastq	5.0
adjacency-filter	superkingdom	Bray-Curtis distance	ERR1700889_1.fastq	0.01551628843430664
adjacency-filter	phylum	Bray-Curtis distance	ERR1700889_1.fastq	0.23829243630521535
adjacency-filter	class	Bray-Curtis distance	ERR1700889_1.fastq	0.23829243630521535
adjacency-filter	order	Bray-Curtis distance	ERR1700889_1.fastq	0.23429075539841515
adjacency-filter	family	Bray-Curtis distance	ERR1700889_1.fastq	0.23429075539841523
adjacency-filter	genus	Bray-Curtis distance	ERR1700889_1.fastq	0.23829243630521535
adjacency-filter	species	Bray-Curtis distance	ERR1700889_1.fastq	0.2279433918100577
adjacency-filter	strain	Bray-Curtis distance	ERR1700889_1.fastq	0.22794339181005774
adjacency-filter	superkingdom	Shannon diversity	ERR1700889_1.fastq	0.249361736750151
adjacency-filter	superkingdom	Shannon equitability	ERR1700889_1.fastq	0.359752940996902
adjacency-filter	phylum	Shannon diversity	ERR1700889_1.fastq	1.0883509911509954
adjacency-filter	phylum	Shannon equitability	ERR1700889_1.fastq	0.990659764483834
adjacency-filter	class	Shannon diversity	ERR1700889_1.fastq	1.0883509911509954
adjacency-filter	class	Shannon equitability	ERR1700889_1.fastq	0.990659764483834
adjacency-filter	order	Shannon diversity	ERR1700889_1.fastq	1.1661640100803539
adjacency-filter	order	Shannon equitability	ERR1700889_1.fastq	0.8412095171030568
adjacency-filter	family	Shannon diversity	ERR1700889_1.fastq	1.1661640100803539
adjacency-filter	family	Shannon equitability	ERR1700889_1.fastq	0.8412095171030568
adjacency-filter	genus	Shannon diversity	ERR1700889_1.fastq	1.0883509911509954
adjacency-filter	genus	Shannon equitability	ERR1700889_1.fastq	0.990659764483834
adjacency-filter	species	Shannon diversity	ERR1700889_1.fastq	1.3127145365240402
adjacency-filter	species	Shannon equitability	ERR1700889_1.fastq	0.8156354006466158
adjacency-filter	strain	Shannon diversity	ERR1700889_1.fastq	1.3127145365240402
adjacency-filter	strain	Shannon equitability	ERR1700889_1.fastq	0.8156354006466158
adjacency-filter	superkingdom	True positives	ERR1700889_1.fastq	2.0
adjacency-filter	superkingdom	False negatives	ERR1700889_1.fastq	0.0
adjacency-filter	superkingdom	False positives	ERR1700889_1.fastq	0.0
adjacency-filter	superkingdom	Completeness	ERR1700889_1.fastq	1.0
adjacency-filter	superkingdom	Purity	ERR1700889_1.fastq	1.0
adjacency-filter	superkingdom	F1 score	ERR1700889_1.fastq	1.0
adjacency-filter	superkingdom	Jaccard index	ERR1700889_1.fastq	1.0
adjacency-filter	phylum	True positives	ERR1700889_1.fastq	3.0
adjacency-filter	phylum	False negatives	ERR1700889_1.fastq	0.0
adjacency-filter	phylum	False positives	ERR1700889_1.fastq	0.0
adjacency-filter	phylum	Completeness	ERR1700889_1.fastq	1.0
adjacency-filter	phylum	Purity	ERR1700889_1.fastq	1.0
adjacency-filter	phylum	F1 score	ERR1700889_1.fastq	1.0
adjacency-filter	phylum	Jaccard index	ERR1700889_1.fastq	1.0
adjacency-filter	class	True positives	ERR1700889_1.fastq	3.0
adjacency-filter	class	False negatives	ERR1700889_1.fastq	0.0
adjacency-filter	class	False positives	ERR1700889_1.fastq	0.0
adjacency-filter	class	Completeness	ERR1700889_1.fastq	1.0
adjacency-filter	class	Purity	ERR1700889_1.fastq	1.0
adjacency-filter	class	F1 score	ERR1700889_1.fastq	1.0
adjacency-filter	class	Jaccard index	ERR1700889_1.fastq	1.0
adjacency-filter	order	True positives	ERR1700889_1.fastq	4.0
adjacency-filter	order	False negatives	ERR1700889_1.fastq	0.0
adjacency-filter	order	False positives	ERR1700889_1.fastq	0.0
adjacency-filter	order	Completeness	ERR1700889_1.fastq	1.0
adjacency-filter	order	Purity	ERR1700889_1.fastq	1.0
adjacency-filter	order	F1 score	ERR1700889_1.fastq	1.0
adjacency-filter	order	Jaccard index	ERR1700889_1.fastq	1.0
adjacency-filter	family	True positives	ERR1700889_1.fastq	4.0
adjacency-filter	family	False negatives	ERR1700889_1.fastq	0.0
adjacency-filter	family	False positives	ERR1700889_1.fastq	0.0
adjacency-filter	family	Completeness	ERR1700889_1.fastq	1.0
adjacency-filter	family	Purity	ERR1700889_1.fastq	1.0
adjacency-filter	family	F1 score	ERR1700889_1.fastq	1.0
adjacency-filter	family	Jaccard index	ERR1700889_1.fastq	1.0
adjacency-filter	genus	True positives	ERR1700889_1.fastq	3.0
adjacency-filter	genus	False negatives	ERR1700889_1.fastq	0.0
adjacency-filter	genus	False positives	ERR1700889_1.fastq	0.0
adjacency-filter	genus	Completeness	ERR1700889_1.fastq	1.0
adjacency-filter	genus	Purity	ERR1700889_1.fastq	1.0
adjacency-filter	genus	F1 score	ERR1700889_1.fastq	1.0
adjacency-filter	genus	Jaccard index	ERR1700889_1.fastq	1.0
adjacency-filter	species	True positives	ERR1700889_1.fastq	5.0
adjacency-filter	species	False negatives	ERR1700889_1.fastq	0.0
adjacency-filter	species	False positives	ERR1700889_1.fastq	0.0
adjacency-filter	species	Completeness	ERR1700889_1.fastq	1.0
adjacency-filter	species	Purity	ERR1700889_1.fastq	1.0
adjacency-filter	species	F1 score	ERR1700889_1.fastq	1.0
adjacency-filter	species	Jaccard index	ERR1700889_1.fastq	1.0
adjacency-filter	strain	True positives	ERR1700889_1.fastq	5.0
adjacency-filter	strain	False negatives	ERR1700889_1.fastq	0.0
adjacency-filter	strain	False positives	ERR1700889_1.fastq	0.0
adjacency-filter	strain	Completeness	ERR1700889_1.fastq	1.0
adjacency-filter	strain	Purity	ERR1700889_1.fastq	1.0
adjacency-filter	strain	F1 score	ERR1700889_1.fastq	1.0
adjacency-filter	strain	Jaccard index	ERR1700889_1.fastq	1.0
adjacency-filter	superkingdom	L1 norm error	ERR1700889_1.fastq	0.031023700000000015
adjacency-filter	phylum	L1 norm error	ERR1700889_1.fastq	0.4402224
adjacency-filter	class	L1 norm error	ERR1700889_1.fastq	0.4402224
adjacency-filter	order	L1 norm error	ERR1700889_1.fastq	0.4427171
adjacency-filter	family	L1 norm error	ERR1700889_1.fastq	0.4427171000000001
adjacency-filter	genus	L1 norm error	ERR1700889_1.fastq	0.4402224
adjacency-filter	species	L1 norm error	ERR1700889_1.fastq	0.45575640000000006
adjacency-filter	strain	L1 norm error	ERR1700889_1.fastq	0.45575640000000006
adjacency-filter	na	Weighted UniFrac error	ERR1700889_1.fastq	0.03170185608571429
adjacency-filter	na	Unweighted UniFrac error	ERR1700889_1.fastq	8.979606994189229e-09
adjacency-filter	na	Weighted UniFrac (CAMI)	ERR1700889_1.fastq	3.2220948489283825
adjacency-filter	na	Unweighted UniFrac (CAMI)	ERR1700889_1.fastq	1.0002640701207434e-07
adjacency-filter	superkingdom	Sum of abundances	ERR1700889_1.fastq	0.9996919
adjacency-filter	phylum	Sum of abundances	ERR1700889_1.fastq	0.9314469
adjacency-filter	class	Sum of abundances	ERR1700889_1.fastq	0.9314469
adjacency-filter	order	Sum of abundances	ERR1700889_1.fastq	0.9513002999999999
adjacency-filter	family	Sum of abundances	ERR1700889_1.fastq	0.9513002999999999
adjacency-filter	genus	Sum of abundances	ERR1700889_1.fastq	0.9314469
adjacency-filter	species	Sum of abundances	ERR1700889_1.fastq	0.9996918999999999
adjacency-filter	strain	Sum of abundances	ERR1700889_1.fastq	0.9996918999999999
adjacency-filter	superkingdom	Taxon counts	ERR1700889_1.fastq	2.0
adjacency-filter	phylum	Taxon counts	ERR1700889_1.fastq	3.0
adjacency-filter	class	Taxon counts	ERR1700889_1.fastq	3.0
adjacency-filter	order	Taxon counts	ERR1700889_1.fastq	4.0
adjacency-filter	family	Taxon counts	ERR1700889_1.fastq	4.0
adjacency-filter	genus	Taxon counts	ERR1700889_1.fastq	3.0
adjacency-filter	species	Taxon counts	ERR1700889_1.fastq	5.0
adjacency-filter	strain	Taxon counts	ERR1700889_1.fastq	5.0
base-counting	superkingdom	Bray-Curtis distance	ERR1700889_1.fastq	0.0018033712644639716
base-counting	phylum	Bray-Curtis distance	ERR1700889_1.fastq	0.17582306496567593
base-counting	class	Bray-Curtis distance	ERR1700889_1.fastq	0.17582306496567593
base-counting	order	Bray-Curtis distance	ERR1700889_1.fastq	0.17200159307237445
base-counting	family	Bray-Curtis distance	ERR1700889_1.fastq	0.17200159307237445
base-counting	genus	Bray-Curtis distance	ERR1700889_1.fastq	0.17582306496567596
base-counting	species	Bray-Curtis distance	ERR1700889_1.fastq	0.1618213501880693
base-counting	strain	Bray-Curtis distance	ERR1700889_1.fastq	0.1618213501880693
base-counting	superkingdom	Shannon diversity	ERR1700889_1.fastq	0.29242123808088305
base-counting	superkingdom	Shannon equitability	ERR1700889_1.fastq	0.42187467002990087
base-counting	phylum	Shannon diversity	ERR1700889_1.fastq	1.075379879135787
base-counting	phylum	Shannon equitability	ERR1700889_1.fastq	0.9788529495146204
base-counting	class	Shannon diversity	ERR1700889_1.fastq	1.075379879135787
base-counting	class	Shannon equitability	ERR1700889_1.fastq	0.9788529495146204
base-counting	order	Shannon diversity	ERR1700889_1.fastq	1.162658156173908
base-counting	order	Shannon equitability	ERR1700889_1.fastq	0.8386805780806015
base-counting	family	Shannon diversity	ERR1700889_1.fastq	1.162658156173908
base-counting	family	Shannon equitability	ERR1700889_1.fastq	0.8386805780806015
base-counting	genus	Shannon diversity	ERR1700889_1.fastq	1.075379879135787
base-counting	genus	Shannon equitability	ERR1700889_1.fastq	0.9788529495146204
base-counting	species	Shannon diversity	ERR1700889_1.fastq	1.335714911886712
base-counting	species	Shannon equitability	ERR1700889_1.fastq	0.8299263373674279
base-counting	strain	Shannon diversity	ERR1700889_1.fastq	1.335714911886712
base-counting	strain	Shannon equitability	ERR1700889_1.fastq	0.8299263373674279
base-counting	superkingdom	True positives	ERR1700889_1.fastq	2.0
base-counting	superkingdom	False negatives	ERR1700889_1.fastq	0.0
base-counting	superkingdom	False positives	ERR1700889_1.fastq	0.0
base-counting	superkingdom	Completeness	ERR1700889_1.fastq	1.0
base-counting	superkingdom	Purity	ERR1700889_1.fastq	1.0
base-counting	superkingdom	F1 score	ERR1700889_1.fastq	1.0
base-counting	superkingdom	Jaccard index	ERR1700889_1.fastq	1.0
base-counting	phylum	True positives	ERR1700889_1.fastq	3.0
base-counting	phylum	False negatives	ERR1700889_1.fastq	0.0
base-counting	phylum	False positives	ERR1700889_1.fastq	0.0
base-counting	phylum	Completeness	ERR1700889_1.fastq	1.0
base-counting	phylum	Purity	ERR1700889_1.fastq	1.0
base-counting	phylum	F1 score	ERR1700889_1.fastq	1.0
base-counting	phylum	Jaccard index	ERR1700889_1.fastq	1.0
base-counting	class	True positives	ERR1700889_1.fastq	3.0
base-counting	class	False negatives	ERR1700889_1.fastq	0.0
base-counting	class	False positives	ERR1700889_1.fastq	0.0
base-counting	class	Completeness	ERR1700889_1.fastq	1.0
base-counting	class	Purity	ERR1700889_1.fastq	1.0
base-counting	class	F1 score	ERR1700889_1.fastq	1.0
base-counting	class	Jaccard index	ERR1700889_1.fastq	1.0
base-counting	order	True positives	ERR1700889_1.fastq	4.0
base-counting	order	False negatives	ERR1700889_1.fastq	0.0
base-counting	order	False positives	ERR1700889_1.fastq	0.0
base-counting	order	Completeness	ERR1700889_1.fastq	1.0
base-counting	order	Purity	ERR1700889_1.fastq	1.0
base-counting	order	F1 score	ERR1700889_1.fastq	1.0
base-counting	order	Jaccard index	ERR1700889_1.fastq	1.0
base-counting	family	True positives	ERR1700889_1.fastq	4.0
base-counting	family	False negatives	ERR1700889_1.fastq	0.0
base-counting	family	False positives	ERR1700889_1.fastq	0.0
base-counting	family	Completeness	ERR1700889_1.fastq	1.0
base-counting	family	Purity	ERR1700889_1.fastq	1.0
base-counting	family	F1 score	ERR1700889_1.fastq	1.0
base-counting	family	Jaccard index	ERR1700889_1.fastq	1.0
base-counting	genus	True positives	ERR1700889_1.fastq	3.0
base-counting	genus	False negatives	ERR1700889_1.fastq	0.0
base-counting	genus	False positives	ERR1700889_1.fastq	0.0
base-counting	genus	Completeness	ERR1700889_1.fastq	1.0
base-counting	genus	Purity	ERR1700889_1.fastq	1.0
base-counting	genus	F1 score	ERR1700889_1.fastq	1.0
base-counting	genus	Jaccard index	ERR1700889_1.fastq	1.0
base-counting	species	True positives	ERR1700889_1.fastq	5.0
base-counting	species	False negatives	ERR1700889_1.fastq	0.0
base-counting	species	False positives	ERR1700889_1.fastq	0.0
base-counting	species	Completeness	ERR1700889_1.fastq	1.0
base-counting	species	Purity	ERR1700889_1.fastq	1.0
base-counting	species	F1 score	ERR1700889_1.fastq	1.0
base-counting	species	Jaccard index	ERR1700889_1.fastq	1.0
base-counting	strain	True positives	ERR1700889_1.fastq	5.0
base-counting	strain	False negatives	ERR1700889_1.fastq	0.0
base-counting	strain	False positives	ERR1700889_1.fastq	0.0
base-counting	strain	Completeness	ERR1700889_1.fastq	1.0
base-counting	strain	Purity	ERR1700889_1.fastq	1.0
base-counting	strain	F1 score	ERR1700889_1.fastq	1.0
base-counting	strain	Jaccard index	ERR1700889_1.fastq	1.0
base-counting	superkingdom	L1 norm error	ERR1700889_1.fastq	0.003605699999999956
base-counting	phylum	L1 norm error	ERR1700889_1.fastq	0.32177140000000004
base-counting	class	L1 norm error	ERR1700889_1.fastq	0.32177140000000004
base-counting	order	L1 norm error	ERR1700889_1.fastq	0.32260980000000006
base-counting	family	L1 norm error	ERR1700889_1.fastq	0.32260980000000006
base-counting	genus	L1 norm error	ERR1700889_1.fastq	0.32177140000000004
base-counting	species	L1 norm error	ERR1700889_1.fastq	0.3235492
base-counting	strain	L1 norm error	ERR1700889_1.fastq	0.3235492
base-counting	na	Weighted UniFrac error	ERR1700889_1.fastq	0.022288658971428562
base-counting	na	Unweighted UniFrac error	ERR1700889_1.fastq	8.980507026334093e-09
base-counting	na	Weighted UniFrac (CAMI)	ERR1700889_1.fastq	2.268892313163154
base-counting	na	Unweighted UniFrac (CAMI)	ERR1700889_1.fastq	1.00036432727198e-07
base-counting	superkingdom	Sum of abundances	ERR1700889_1.fastq	0.9996859
base-counting	phylum	Sum of abundances	ERR1700889_1.fastq	0.9141293
base-counting	class	Sum of abundances	ERR1700889_1.fastq	0.9141293
base-counting	order	Sum of abundances	ERR1700889_1.fastq	0.9373158
base-counting	family	Sum of abundances	ERR1700889_1.fastq	0.9373158
base-counting	genus	Sum of abundances	ERR1700889_1.fastq	0.9141293
base-counting	species	Sum of abundances	ERR1700889_1.fastq	0.9996861000000001
base-counting	strain	Sum of abundances	ERR1700889_1.fastq	0.9996861000000001
base-counting	superkingdom	Taxon counts	ERR1700889_1.fastq	2.0
base-counting	phylum	Taxon counts	ERR1700889_1.fastq	3.0
base-counting	class	Taxon counts	ERR1700889_1.fastq	3.0
base-counting	order	Taxon counts	ERR1700889_1.fastq	4.0
base-counting	family	Taxon counts	ERR1700889_1.fastq	4.0
base-counting	genus	Taxon counts	ERR1700889_1.fastq	3.0
base-counting	species	Taxon counts	ERR1700889_1.fastq	5.0
base-counting	strain	Taxon counts	ERR1700889_1.fastq	5.0
edlib	superkingdom	Bray-Curtis distance	ERR1700889_1.fastq	0.00013903516199243704
edlib	phylum	Bray-Curtis distance	ERR1700889_1.fastq	0.009914202328077272
edlib	class	Bray-Curtis distance	ERR1700889_1.fastq	0.009914202328077272
edlib	order	Bray-Curtis distance	ERR1700889_1.fastq	0.00992893820746125
edlib	family	Bray-Curtis distance	ERR1700889_1.fastq	0.00992893820746125
edlib	genus	Bray-Curtis distance	ERR1700889_1.fastq	0.00991420232807727
edlib	species	Bray-Curtis distance	ERR1700889_1.fastq	0.00948324783921617
edlib	strain	Bray-Curtis distance	ERR1700889_1.fastq	0.00948324783921617
edlib	superkingdom	Shannon diversity	ERR1700889_1.fastq	0.2884825834598117
edlib	superkingdom	Shannon equitability	ERR1700889_1.fastq	0.4161923925403069
edlib	phylum	Shannon diversity	ERR1700889_1.fastq	0.9466592308392119
edlib	phylum	Shannon equitability	ERR1700889_1.fastq	0.8616863661582409
edlib	class	Shannon diversity	ERR1700889_1.fastq	0.9466592308392119
edlib	class	Shannon equitability	ERR1700889_1.fastq	0.8616863661582409
edlib	order	Shannon diversity	ERR1700889_1.fastq	1.0329315302462199
edlib	order	Shannon equitability	ERR1700889_1.fastq	0.7451025981320348
edlib	family	Shannon diversity	ERR1700889_1.fastq	1.0329315302462199
edlib	family	Shannon equitability	ERR1700889_1.fastq	0.7451025981320348
edlib	genus	Shannon diversity	ERR1700889_1.fastq	0.9466592308392119
edlib	genus	Shannon equitability	ERR1700889_1.fastq	0.8616863661582409
edlib	species	Shannon diversity	ERR1700889_1.fastq	1.2037305968443912
edlib	species	Shannon equitability	ERR1700889_1.fastq	0.7479198716177123
edlib	strain	Shannon diversity	ERR1700889_1.fastq	1.2037305968443912
edlib	strain	Shannon equitability	ERR1700889_1.fastq	0.7479198716177123
edlib	superkingdom	True positives	ERR1700889_1.fastq	2.0
edlib	superkingdom	False negatives	ERR1700889_1.fastq	0.0
edlib	superkingdom	False positives	ERR1700889_1.fastq	0.0
edlib	superkingdom	Completeness	ERR1700889_1.fastq	1.0
edlib	superkingdom	Purity	ERR1700889_1.fastq	1.0
edlib	superkingdom	F1 score	ERR1700889_1.fastq	1.0
edlib	superkingdom	Jaccard index	ERR1700889_1.fastq	1.0
edlib	phylum	True positives	ERR1700889_1.fastq	3.0
edlib	phylum	False negatives	ERR1700889_1.fastq	0.0
edlib	phylum	False positives	ERR1700889_1.fastq	0.0
edlib	phylum	Completeness	ERR1700889_1.fastq	1.0
edlib	phylum	Purity	ERR1700889_1.fastq	1.0
edlib	phylum	F1 score	ERR1700889_1.fastq	1.0
edlib	phylum	Jaccard index	ERR1700889_1.fastq	1.0
edlib	class	True positives	ERR1700889_1.fastq	3.0
edlib	class	False negatives	ERR1700889_1.fastq	0.0
edlib	class	False positives	ERR1700889_1.fastq	0.0
edlib	class	Completeness	ERR1700889_1.fastq	1.0
edlib	class	Purity	ERR1700889_1.fastq	1.0
edlib	class	F1 score	ERR1700889_1.fastq	1.0
edlib	class	Jaccard index	ERR1700889_1.fastq	1.0
edlib	order	True positives	ERR1700889_1.fastq	4.0
edlib	order	False negatives	ERR1700889_1.fastq	0.0
edlib	order	False positives	ERR1700889_1.fastq	0.0
edlib	order	Completeness	ERR1700889_1.fastq	1.0
edlib	order	Purity	ERR1700889_1.fastq	1.0
edlib	order	F1 score	ERR1700889_1.fastq	1.0
edlib	order	Jaccard index	ERR1700889_1.fastq	1.0
edlib	family	True positives	ERR1700889_1.fastq	4.0
edlib	family	False negatives	ERR1700889_1.fastq	0.0
edlib	family	False positives	ERR1700889_1.fastq	0.0
edlib	family	Completeness	ERR1700889_1.fastq	1.0
edlib	family	Purity	ERR1700889_1.fastq	1.0
edlib	family	F1 score	ERR1700889_1.fastq	1.0
edlib	family	Jaccard index	ERR1700889_1.fastq	1.0
edlib	genus	True positives	ERR1700889_1.fastq	3.0
edlib	genus	False negatives	ERR1700889_1.fastq	0.0
edlib	genus	False positives	ERR1700889_1.fastq	0.0
edlib	genus	Completeness	ERR1700889_1.fastq	1.0
edlib	genus	Purity	ERR1700889_1.fastq	1.0
edlib	genus	F1 score	ERR1700889_1.fastq	1.0
edlib	genus	Jaccard index	ERR1700889_1.fastq	1.0
edlib	species	True positives	ERR1700889_1.fastq	5.0
edlib	species	False negatives	ERR1700889_1.fastq	0.0
edlib	species	False positives	ERR1700889_1.fastq	0.0
edlib	species	Completeness	ERR1700889_1.fastq	1.0
edlib	species	Purity	ERR1700889_1.fastq	1.0
edlib	species	F1 score	ERR1700889_1.fastq	1.0
edlib	species	Jaccard index	ERR1700889_1.fastq	1.0
edlib	strain	True positives	ERR1700889_1.fastq	5.0
edlib	strain	False negatives	ERR1700889_1.fastq	0.0
edlib	strain	False positives	ERR1700889_1.fastq	0.0
edlib	strain	Completeness	ERR1700889_1.fastq	1.0
edlib	strain	Purity	ERR1700889_1.fastq	1.0
edlib	strain	F1 score	ERR1700889_1.fastq	1.0
edlib	strain	Jaccard index	ERR1700889_1.fastq	1.0
edlib	superkingdom	L1 norm error	ERR1700889_1.fastq	0.0002779999999999383
edlib	phylum	L1 norm error	ERR1700889_1.fastq	0.01816070000000005
edlib	class	L1 norm error	ERR1700889_1.fastq	0.01816070000000005
edlib	order	L1 norm error	ERR1700889_1.fastq	0.018636200000000054
edlib	family	L1 norm error	ERR1700889_1.fastq	0.018636200000000054
edlib	genus	L1 norm error	ERR1700889_1.fastq	0.01816070000000005
edlib	species	L1 norm error	ERR1700889_1.fastq	0.01896170000000005
